prediction,ground_truth
-0.2830192,-0.504295
-0.28461742,-0.43082073
-0.28611597,-0.43513122
-0.31565422,0.10808045
-0.07216418,0.024477359
-0.1120262,-0.23543064
-0.21374315,-0.32836032
-0.26407707,-0.44136745
-0.29972944,-0.51983696
-0.32939374,-0.55584466
-0.35508072,-0.55859995
-0.36395735,-0.5522812
-0.31697315,-0.5082317
-0.31273368,-0.30415508
-0.28463182,-0.10158528
-0.20781027,0.009849758
-0.14831275,-0.13158214
-0.19460408,-0.29636124
-0.25117493,-0.4309264
-0.30221456,-0.49659047
-0.32489038,-0.4809745
-0.33514303,-0.45272794
-0.3309746,-0.49810785
-0.32774624,-0.531963
-0.3176164,-0.18896921
-0.23911172,0.07176749
-0.116849154,-0.2659076
-0.23527014,-0.34600556
-0.27172562,-0.37899694
-0.29848385,-0.23779817
-0.24711192,0.24574523
-0.0572282,-0.19440599
-0.20666747,-0.3768353
-0.25266817,0.0980337
-0.063875936,0.06719471
-0.067258835,-0.24379854
-0.20976456,-0.35743725
-0.26704067,-0.2863674
-0.24159735,-0.15895712
-0.11184606,-0.2554075
-0.22452304,-0.39713305
-0.28963405,-0.11847527
-0.16245422,0.0013002786
-0.08453576,-0.1177213
-0.17223552,-0.32892397
-0.253183,-0.45468217
-0.29827023,-0.19253409
-0.21893245,-0.27779734
-0.2505465,-0.41456398
-0.30193722,-0.17038988
-0.22066623,0.1624074
-0.040935785,0.02488491
-0.104374975,-0.22406042
-0.20675221,-0.2852326
-0.24443969,-0.43242356
-0.2718068,0.2518257
-0.029862693,0.034647737
-0.11829279,-0.23224978
-0.19883493,0.21099703
0.008202022,0.2009147
0.040161647,-0.08823693
-0.12564886,-0.22671816
-0.20073247,-0.37808254
-0.25404572,-0.35820743
-0.1674298,-0.049870603
-0.11715612,-0.17728071
-0.19518176,-0.19470006
-0.14370161,0.42801905
0.11991391,0.34114698
0.055439293,-0.08457774
-0.13927154,-0.2972209
-0.21917742,-0.40953717
-0.24675992,-0.32935005
-0.2165387,-0.033772357
-0.15359212,-0.1737829
-0.1936399,-0.3169344
-0.14308548,0.28348556
0.089915775,-0.039046764
-0.10237314,-0.26215568
-0.20446937,-0.39576825
-0.2830596,-0.19101481
-0.20373978,-0.24740043
-0.20945889,-0.03342403
-0.15357459,0.47374126
0.05398906,-0.028346218
-0.03752496,0.2579241
0.01508989,-0.105835065
-0.14708963,-0.15791595
-0.13879672,-0.002502016
-0.11752938,-0.12698774
-0.14121726,-0.24358362
-0.18651652,-0.38275313
-0.15275645,0.31674594
0.047519334,-0.062221225
-0.05529879,-0.25537786
-0.17931211,-0.29149878
-0.23622674,-0.372569
-0.21684179,-0.3168361
-0.24725088,-0.20962378
-0.23423281,-0.3124326
-0.27001,-0.4471607
-0.21995206,-0.4652857
-0.2890849,-0.37528977
-0.29723775,-0.4444278
-0.32094342,-0.52650756
-0.34240168,-0.52029544
-0.34705722,-0.3128371
-0.29096183,-0.16232677
-0.23205298,-0.38821346
-0.29722494,-0.31576058
-0.2828305,-0.42653823
-0.3158508,-0.36494344
-0.30007732,-0.27358767
-0.27852142,-0.45481345
-0.32402068,-0.45097363
-0.3197351,-0.24664022
-0.25947815,-0.16835423
-0.22781354,-0.39654365
-0.29238218,-0.49253383
-0.3265599,-0.44529653
-0.3238445,-0.44468394
-0.32377994,-0.2982407
-0.29002002,-0.13644648
-0.2258093,-0.021455893
-0.15599608,-0.124469444
-0.17630616,-0.19684568
-0.21088308,-0.3655344
-0.278875,-0.48321894
-0.31357953,-0.52336437
-0.3384288,-0.52015156
-0.34506637,-0.43771058
-0.31958038,0.22375497
-0.038597666,0.01892394
-0.10771258,-0.29184484
-0.22019176,-0.4183896
-0.28774214,-0.08260008
-0.17734191,-0.33851662
-0.26521564,-0.4570196
-0.31084776,-0.5102646
-0.3391335,-0.5222028
-0.2597545,-0.25443032
-0.2307477,-0.20256902
-0.2361297,-0.40884414
-0.30051398,-0.41623613
-0.29101297,0.07664368
-0.12895885,-0.10140797
-0.17929268,-0.2767194
-0.24130857,-0.39610755
-0.2948004,-0.48446196
-0.30697325,-0.4333993
-0.30491838,-0.41682976
-0.32160366,-0.37879387
-0.31074917,-0.34271842
-0.25827116,-0.33135054
-0.26765233,-0.28763
-0.2651724,-0.028378371
-0.17361315,-0.07488588
-0.17752945,-0.35526195
-0.267652,-0.4784065
-0.31358618,-0.46942052
-0.32149655,-0.2683696
-0.2709931,-0.35762218
-0.29837236,-0.35941195
-0.29186156,0.11645931
-0.08824744,0.010226059
-0.10851681,0.094796725
-0.0959077,-0.24321221
-0.2199572,-0.41092503
-0.26720196,-0.34497914
-0.268448,-0.014819828
-0.15109934,-0.1431455
-0.19681117,-0.10362807
-0.13325542,0.342759
0.042982988,-0.07024169
-0.08244106,0.056119893
-0.09110769,0.30467525
-0.0007660184,-0.10361667
-0.1278801,-0.28403762
-0.17770964,0.17997801
-0.035239816,0.1848913
0.006370196,0.019287482
-0.0010345522,-0.01734938
-0.09334157,-0.22597416
-0.13243017,0.015100966
-0.0023993943,0.4983943
0.12128121,0.03759971
-0.07993694,-0.1942679
-0.11375493,0.14644061
0.026232375,-0.10354696
-0.06327716,0.047885597
-0.04978171,-0.18085386
-0.17675225,-0.3028614
-0.18034603,0.07029872
0.018881662,-0.14513372
-0.10031065,-0.2229928
-0.19455329,-0.35685235
-0.21320638,-0.1421138
-0.16594967,-0.31579763
-0.21388528,-0.32727864
-0.25653586,-0.3954849
-0.29763037,-0.4734546
-0.2762043,-0.25917158
-0.25445768,-0.4229844
-0.305745,-0.43739668
-0.31369334,-0.46028733
-0.317128,-0.017487165
-0.1795919,0.09983493
-0.10233107,-0.2711915
-0.23305604,-0.3123868
-0.25877213,-0.40195957
-0.28929436,-0.438476
-0.30000156,-0.47689384
-0.3338566,-0.23067981
-0.2680957,-0.005357363
-0.13783629,0.41199827
0.08221531,0.07934199
-0.08538282,-0.24599966
-0.20243937,-0.08096724
-0.16776119,-0.16500863
-0.16260847,-0.3133578
-0.23882207,-0.2919389
-0.25571254,-0.41433468
-0.26359397,-0.28141472
-0.14927891,-0.37121344
-0.23108932,-0.41844958
-0.2968611,-0.45008194
-0.30442488,-0.166605
-0.2244299,-0.17644018
-0.22105253,-0.27713913
-0.24660662,-0.2433288
-0.24739122,-0.4276207
-0.30116796,-0.43188962
-0.3109277,-0.49441046
-0.33797315,-0.41855526
-0.3220732,-0.4635119
-0.3249673,-0.39831367
-0.30337554,-0.2528629
-0.26417437,-0.15023787
-0.21431366,-0.13261206
-0.20257664,-0.3629182
-0.2788587,-0.42344645
-0.3052547,-0.4439104
-0.31983066,-0.2544619
-0.27053422,-0.3373285
-0.29104373,-0.29004058
-0.2665124,-0.3105378
-0.26572865,-0.107156955
-0.1868859,-0.1279831
-0.19478941,-0.29036093
-0.2492215,-0.4260889
-0.30195367,-0.4659925
-0.3130004,-0.10291568
-0.21236143,-0.04082218
-0.16588105,-0.14719363
-0.19155064,-0.30078202
-0.23475057,-0.16245131
-0.19316399,0.12694293
-0.07823284,-0.10802747
-0.17272004,-0.3039521
-0.24415207,-0.30197877
-0.2420936,0.23216024
0.0012118053,0.14234872
-0.045123026,0.103150316
-0.083962165,-0.09254808
-0.15107489,-0.18658091
-0.10300051,-0.34782565
-0.21148671,-0.27667707
-0.22829676,-0.09784346
-0.18509257,-0.2111443
-0.13549617,-0.31225485
-0.18646607,0.16812184
-0.019602707,0.097564355
-0.057142243,-0.12938176
-0.16174522,-0.16624896
-0.19358242,-0.3617759
-0.24489403,-0.41573563
-0.25973982,-0.29552305
-0.26157442,-0.41921562
-0.30636054,-0.45717633
-0.25902212,0.21013965
-0.010477299,0.10398248
-0.06715619,-0.10767707
-0.15807077,-0.34205323
-0.2520971,-0.16181327
-0.19317207,-0.32744336
-0.24571478,-0.28619772
-0.2574213,-0.38957316
-0.3040588,-0.47039238
-0.24247742,0.03390044
-0.09046654,0.3639052
0.035190426,0.09587504
-0.08626082,-0.23385674
-0.19551067,0.41098383
0.04140988,0.6807588
0.20147683,0.6124877
0.1857711,0.35985306
0.0560781,-0.005919347
-0.025412502,0.09100899
0.09671871,0.013404643
0.029576866,0.04244962
-0.044106573,0.051890973
0.025780706,0.65242696
0.32970968,0.6423483
0.36166382,0.81997025
0.4164626,0.35326406
0.15338814,0.27650678
0.14427619,0.16810973
0.08747389,0.11908543
0.07564601,0.193911
0.07547769,0.06604712
0.10064074,0.37801373
0.23667517,0.28559506
0.22691996,0.45003814
0.24434483,0.17254724
0.092694566,0.2793303
0.13322395,0.10263258
0.04634791,0.34256303
0.16241205,0.03481503
-0.006410675,0.12066448
0.080827706,0.07094439
0.04216849,0.118783444
0.09653869,0.18044674
0.06572094,0.41986343
0.1794476,0.44515464
0.16731724,0.33249396
0.16866887,0.31103247
0.10937727,0.036708035
0.020290254,-0.17702231
-0.06316734,-0.2499841
-0.10104588,-0.0054019256
-0.022709826,0.096558616
0.051633745,0.30664602
0.13957474,0.42196074
0.17462069,0.34515712
0.1531659,0.5016586
0.17946056,0.46432972
0.14764288,0.05216073
-0.028942069,-0.04688829
-0.052050836,-0.05381681
-0.027334379,0.09074715
0.06444512,-0.0030757557
0.02103143,0.22463097
0.09912306,0.225239
0.12573123,0.012219388
0.047669776,-0.004400892
-0.04373411,-0.011872218
-0.062806696,0.03198286
-0.05147346,-0.04462715
-0.067327894,-0.1450879
-0.1255712,-0.19566979
-0.1043309,-0.08750909
-0.063853644,-0.21756518
-0.15632746,-0.37006125
-0.22972274,-0.45435777
-0.26962462,-0.12962788
-0.1668385,-0.26638773
-0.2176592,-0.08583702
-0.16969925,-0.31449437
-0.24806279,-0.3079293
-0.24145746,-0.059500627
-0.17442824,-0.24843822
-0.2297962,-0.4091715
-0.29275826,-0.49085063
-0.31283638,0.10902784
-0.10698134,-0.069483675
-0.14704047,0.082925595
-0.10206002,-0.18798605
-0.19635503,-0.2350074
-0.1802454,0.014349802
-0.12678654,-0.026520414
-0.13187777,0.033156335
-0.12635717,0.15755107
-0.013294319,0.37177375
0.06960189,0.342104
0.090378895,0.08848521
-0.04816492,0.17437264
-0.011152858,0.30709827
0.08520895,0.24012311
0.06200763,0.04101275
-0.02814241,0.19279888
0.0657666,0.042246
0.05188585,0.46833453
0.22401541,0.28468746
0.095021054,0.048085947
0.016375849,0.06705238
0.03629274,-0.070807055
-0.002252033,0.21505643
0.056030147,-0.006673284
-0.020568231,-0.17954707
-0.10883097,-0.29842618
-0.10541788,-0.23238473
-0.09276672,-0.21441485
-0.15543163,-0.29914653
-0.19961958,-0.41043475
-0.26833263,-0.4175686
-0.22594714,0.19242622
-0.029706204,-0.1134887
-0.16138597,-0.31404158
-0.23799723,-0.42208463
-0.2903382,-0.3461365
-0.25800112,-0.4427702
-0.31018406,-0.4243305
-0.31786335,-0.4957934
-0.3406665,-0.5343273
-0.28231406,-0.5011462
-0.32397145,-0.28458002
-0.28196716,-0.43730757
-0.32513574,-0.44390988
-0.31845477,-0.15630768
-0.2420587,-0.35476562
-0.2892031,-0.038650468
-0.18333787,-0.13456057
-0.20157582,-0.3829412
-0.27876773,-0.43719646
-0.30456838,-0.24867444
-0.26192003,-0.41263878
-0.31023544,-0.3132599
-0.27367112,-0.42722967
-0.31590092,-0.005139582
-0.14986178,0.31858036
0.0065101963,0.039097827
-0.11436063,-0.12208092
-0.17993632,0.07884859
-0.09389549,-0.0357397
-0.11649898,-0.055369094
-0.13497084,-0.024041638
-0.1425789,-0.26020452
-0.17915654,-0.06747282
-0.055137895,0.14542724
-0.006609468,-0.13952887
-0.14588282,0.14770697
-0.022768075,-0.034311295
-0.09854243,0.13997859
-0.01721822,0.46043688
0.10123055,0.42938846
0.095172614,0.13903126
-0.021380411,-0.10913845
-0.05769351,-0.05005629
-0.07489659,-0.23790243
-0.09414624,-0.31506133
-0.18402797,-0.39010522
-0.21382898,-0.02252751
-0.035204783,0.22213799
0.09315135,0.07203222
-0.022605682,0.24180564
-0.008609565,-0.0883238
-0.119752556,-0.06501543
-0.11121383,-0.13260494
-0.15894523,-0.29973292
-0.213819,-0.37126252
-0.2478112,0.056739144
-0.036715157,0.19088738
0.0132335,-0.04154068
-0.057143085,0.22475111
-0.012482168,0.04690493
-0.063449495,0.1685447
-0.009089278,0.59013134
0.13584806,0.42399228
0.09905836,0.20308441
0.035786577,0.60055584
0.2513064,0.43214703
0.18225439,0.41236869
0.20991662,0.30922094
0.12015793,0.2322526
0.12771748,0.48197865
0.2904002,0.75903606
0.41185522,0.8580998
0.42593485,0.40874106
0.30178028,0.8038861
0.45401514,0.75372297
0.46055883,1.0
0.55976325,0.74954545
0.43860513,0.8829435
0.54055244,0.8506284
0.5821718,0.63621587
0.5252519,0.3922991
0.33382738,0.19730023
0.26400587,0.69193953
0.46280122,0.8959631
0.5936087,0.78134453
0.530117,0.48085484
0.3914147,0.88851684
0.5822002,0.78349465
0.54573643,0.44418466
0.35221496,0.18913175
0.15492944,0.090125896
0.18210058,0.62896997
0.43124136,0.4961788
0.37265718,0.2062559
0.18054515,0.04386865
0.13941133,0.24400023
0.24110909,0.35865778
0.24631272,0.08226537
0.053559467,-0.07052817
-0.050017588,-0.124485545
0.011257885,-0.012742888
0.0519488,0.01753826
-0.004611479,-0.19653983
-0.12982881,-0.15904191
-0.09415508,0.054971084
0.013577996,0.2895979
0.07473815,0.14004238
-0.030521141,0.05655762
-0.07943148,0.021008866
-0.06469648,-0.09378456
-0.08501806,-0.15831186
-0.14677776,-0.053905897
-0.12928224,-0.084165506
-0.105201215,0.44642103
0.15910411,0.27015674
0.07729302,0.13874948
0.0013438482,0.39063403
0.094860926,0.19218366
0.03701008,-0.095304996
-0.096087515,-0.1685489
-0.13143578,0.14794546
-0.009977357,0.19889612
0.11040999,0.51398736
0.21025425,0.22994483
0.06323477,-0.07197449
0.0049537886,-0.25782952
-0.08183676,-0.14721085
-0.107451946,-0.3052708
-0.19997703,-0.30509642
-0.18122327,-0.19632187
-0.14430006,-0.10704503
-0.049747206,0.275782
0.07506349,0.28932843
0.023901654,-0.09640126
-0.15139617,-0.3204717
-0.21035956,-0.20399942
-0.18849534,-0.24909142
-0.20216076,-0.29753897
-0.24248952,-0.3099792
-0.25376382,-0.0709359
-0.0918251,0.33426392
0.10824617,0.52083397
0.112859674,0.0149514405
-0.1082225,-0.14924486
-0.15690905,-0.18352209
-0.15525708,0.14108069
-0.030566556,0.28186825
0.007063942,0.11270393
-0.049411833,0.089814976
0.021814024,0.54249424
0.2682663,0.29847685
0.109727815,-0.04163431
-0.07886819,-0.24806699
-0.16320482,-0.08533142
-0.04860246,0.354422
0.1551973,0.5894178
0.20853819,0.33808088
0.09823048,0.25966328
0.14352323,0.53610927
0.2679198,0.3296179
0.13709168,0.009553628
-0.0447008,-0.19461279
-0.12237272,-0.20461676
-0.04008247,0.21131405
0.14440697,0.004791014
0.019571548,-0.0024162892
-0.021391595,0.1681961
0.09002304,-0.06813266
-0.0015774202,-0.15299124
-0.11460537,-0.28828347
-0.20885636,0.23725188
-0.006817134,-0.10513293
-0.074240685,0.3323314
0.05791635,0.021694953
-0.07664756,-0.14370638
-0.06806363,-0.15913947
-0.14701651,-0.2476602
-0.1737878,-0.3548986
-0.25209925,-0.23398554
-0.15807149,-0.18405122
-0.19191071,-0.28999656
-0.15338145,-0.23311947
-0.19031885,-0.28170484
-0.23829907,-0.30095258
-0.25042498,-0.39926463
-0.2933358,0.03364301
-0.15119383,-0.18197817
-0.20160171,-0.20308524
-0.20414883,-0.32758123
-0.26365364,-0.22097799
-0.22037672,-0.35646847
-0.2796024,-0.42017674
-0.30073357,-0.34688833
-0.2966646,-0.43861142
-0.28490835,-0.45881122
-0.31159648,-0.19208883
-0.23989698,-0.40252644
-0.30225804,-0.2995817
-0.26768416,-0.32609147
-0.28552106,-0.30781183
-0.27755153,-0.18247335
-0.23430902,-0.34289885
-0.2814264,-0.4746405
-0.32064557,-0.5390716
-0.33603066,-0.3389323
-0.3021967,-0.4714302
-0.3333139,-0.14998943
-0.2315472,-0.3815294
-0.29533163,-0.37070182
-0.28289956,0.21565421
-0.067102544,-0.20731968
-0.20701995,-0.41416907
-0.27803028,-0.5032102
-0.32571924,-0.40864465
-0.29778087,-0.21428356
-0.244708,-0.05446104
-0.18324018,-0.2978019
-0.25151086,-0.42699686
-0.22788766,-0.4395596
-0.29885077,-0.4901876
-0.3274047,-0.5443286
-0.35425287,-0.24894251
-0.27990365,-0.30916712
-0.27799696,-0.41907975
-0.2872958,-0.071040116
-0.1920747,0.25529543
-0.040375397,-0.17713644
-0.19643366,-0.35250747
-0.25615084,-0.45255345
-0.31023902,-0.45629963
-0.28834686,-0.40139106
-0.30842507,-0.28145465
-0.28162253,-0.37373522
-0.28344247,0.051838458
-0.0570897,0.06775789
-0.09370966,-0.20024616
-0.19886748,-0.003499557
-0.14946792,-0.27515808
-0.22668439,-0.30488756
-0.24195424,-0.2802211
-0.2571015,-0.09329159
-0.18478668,-0.20462883
-0.18189791,-0.1370395
-0.14350414,-0.29143658
-0.23602244,-0.1767603
-0.1784559,-0.36683553
-0.2742076,-0.23268202
-0.23980033,-0.41124547
-0.30184433,-0.45640692
-0.29559016,-0.4235581
-0.30946308,-0.40011665
-0.29778042,-0.4368192
-0.31721327,-0.39356694
-0.3002264,0.11716294
-0.112464994,-0.25700653
-0.22468394,-0.35242423
-0.2672837,-0.48039258
-0.32495022,-0.5197344
-0.32733524,-0.5138023
-0.34900495,-0.45296857
-0.33734408,-0.53149396
-0.35311595,0.038066942
-0.11584084,0.16057493
-0.065315925,-0.121087015
-0.1755659,-0.27102503
-0.23655167,-0.360571
-0.2768861,-0.3094261
-0.26038116,-0.28540573
-0.26681876,-0.37033424
-0.29844797,-0.4755853
-0.29429904,-0.026080236
-0.11060175,0.106675014
-0.07462503,-0.18940037
-0.19197896,-0.10355121
-0.18276389,-0.18586731
-0.19916719,0.004781217
-0.12255785,0.03420581
-0.12500276,-0.021350209
-0.14200084,-0.2560705
-0.19596861,-0.38059375
-0.19870651,0.124151126
-0.070275694,-0.036663406
-0.11685799,0.027577406
-0.10766104,0.25119415
0.0021235663,-0.0066675288
-0.06016273,0.07061142
-0.048047654,-0.20562202
-0.17357698,-0.31646624
-0.21353868,-0.41407043
-0.22271836,0.009319113
-0.10215342,-0.03419603
-0.10731563,0.15224345
0.01881898,-0.1009882
-0.12630722,-0.16833298
-0.12856188,0.10968829
-0.07140398,-0.20609331
-0.17288223,-0.21541747
-0.20670873,-0.25077698
-0.20512556,-0.25528452
-0.18794276,-0.34293142
-0.20574737,0.020410141
-0.12193282,-0.15603901
-0.18024716,0.32208824
0.04788553,0.35373157
0.032286696,0.18937936
-0.022031577,-0.15144295
-0.1658582,-0.27915543
-0.18011218,-0.29628876
-0.21478622,-0.29016358
-0.19604138,-0.21297096
-0.21467896,0.043498468
-0.032224484,0.43174553
0.16457897,0.4465293
0.14778318,0.056083966
-0.076424174,-0.16987813
-0.15566769,-0.32632145
-0.19551992,-0.28453708
-0.20120148,-0.11902839
-0.17313543,-0.30876938
-0.21013677,-0.24201156
-0.121505454,0.20708428
0.07622088,0.39827392
0.10182838,0.09721904
-0.06730871,-0.03650447
-0.13438122,-0.24029365
-0.18344861,-0.36967266
-0.20978525,-0.38636434
-0.26686242,-0.44269758
-0.297804,-0.23154412
-0.17983852,0.22298545
0.06786366,0.17477967
0.006484052,0.16695832
-0.030335004,-0.17077431
