prediction,ground_truth
-0.1739255,-0.34048587
-0.21514204,0.13645676
-0.021482788,-0.0057776514
-0.054761417,0.2971398
0.028480068,-0.09606927
-0.074001275,0.29789183
0.09844166,-0.0013973933
-0.012082949,-0.19515803
-0.1139528,-0.34826738
-0.19600144,-0.033921678
0.009603441,0.29716298
0.11519897,0.33372223
0.18954563,0.36494505
0.10589287,-0.032146532
0.022479177,0.035372894
0.0062081367,-0.18549052
-0.09003684,-0.27249694
-0.13389753,-0.38765913
-0.14615667,-0.41606808
-0.094641015,-0.3543588
-0.09096538,-0.054671537
0.009488061,-0.07664581
-0.098820485,-0.13551857
-0.121334165,-0.1824633
-0.1642613,-0.31219435
-0.20637864,0.1485557
-0.059561327,-0.07406268
-0.12172288,-0.28175804
-0.20349833,-0.37306374
-0.1977044,-0.27724665
-0.1511218,-0.4082856
-0.21288317,-0.28093317
-0.19996352,-0.19058341
-0.18190318,-0.2151933
-0.11176423,-0.29548818
-0.17914176,-0.25583738
-0.19903576,-0.15114444
-0.17593625,-0.1369834
-0.15985055,-0.022955555
-0.12550268,-0.29813382
-0.19988444,-0.3563025
-0.21974614,-0.21398671
-0.17580667,-0.37497202
-0.22249505,-0.34316194
-0.2276532,-0.35876837
-0.22214583,-0.19660355
-0.16943094,-0.0021949112
-0.07120721,-0.11319889
-0.14471243,-0.1195283
-0.16840528,-0.16427647
-0.16363358,0.05985296
-0.08055205,-0.22160788
-0.17176458,0.03538215
-0.098015055,-0.20788178
-0.15445417,-0.13407828
-0.09351421,0.0073492182
-0.067143075,-0.048948597
-0.081911884,-0.020712482
-0.0941831,0.50091374
0.16211015,0.40866667
0.13081542,0.095900744
0.026796162,0.062975794
-0.0377324,-0.07395756
-0.05222047,-0.23755199
-0.0535803,0.006112028
0.00078193843,0.039844576
0.00939782,0.3637481
0.2216677,0.68835765
0.35319364,0.6528236
0.3041457,0.23992112
0.12671056,0.3135796
0.14436069,0.4753545
0.20611987,0.14146185
0.115199745,-0.09940063
0.015762672,-0.18622369
0.016648844,-0.10474209
0.08585763,0.02101625
0.13494083,0.521463
0.24794564,0.5348623
0.29961997,0.51663417
0.3283457,0.08739778
0.06678273,0.303969
0.11877322,-0.030692339
-0.0036173016,-0.11294465
-0.032693088,-0.26938316
-0.059020102,-0.08670295
0.05804661,0.4670851
0.2677714,0.09795695
0.14938894,-0.024820067
-0.044125773,-0.23927796
-0.04903934,0.22710118
0.072934896,0.39114043
0.15065673,0.014033333
-0.04273723,-0.22298919
-0.14960521,-0.34507257
-0.033763923,-0.048858166
0.012964919,-0.2502247
-0.097301416,-0.26809737
-0.1838345,-0.14099325
-0.06896948,0.061633676
0.08557826,-0.23042868
-0.12451397,-0.38019744
-0.22580652,-0.33163318
-0.22655597,-0.43801093
-0.19612807,-0.40966442
-0.23412536,-0.2868817
-0.21638991,-0.15255827
-0.15942308,-0.07087864
-0.08099036,0.061810024
-0.069114536,-0.2656044
-0.198273,-0.3937018
-0.24587144,-0.1715636
-0.18279396,-0.22838712
-0.18139482,-0.38851032
-0.23521058,-0.41230685
-0.23907982,0.09021673
-0.05464664,0.13061912
0.03518358,0.49398598
0.10796383,-0.021142049
-0.105962455,0.29026055
0.03638807,0.2861489
0.08284235,0.06709717
-0.010239482,-0.18387596
-0.14495707,-0.32715344
-0.08207166,0.04988132
0.064105555,0.30712357
0.21989948,0.7880262
0.28350124,0.22817892
0.14586776,0.19351178
0.14640313,0.45461076
0.20643249,0.49940124
0.23125362,0.07056914
0.018646806,-0.13088572
-0.015178733,-0.16345546
0.021515802,-0.054772817
0.11791855,0.1323312
0.12224504,-0.06334298
0.007984027,-0.11247885
0.012295678,-0.009670107
0.07412374,-0.083679624
-0.03652905,-0.27963698
-0.15197915,-0.34664732
-0.19644362,-0.29734176
-0.1608493,-0.06807566
-0.027837798,-0.10178186
-0.10356448,-0.23947515
-0.17179656,-0.11359984
-0.12119208,-0.3087274
-0.17247084,-0.40026408
-0.23396221,-0.04608451
-0.13355747,-0.23948836
-0.17761499,-0.37252474
-0.20161226,-0.41217783
-0.22949673,-0.3833888
-0.23772696,0.09834428
-0.06098619,0.12805426
-0.030004062,-0.1697258
-0.1719906,-0.28066254
-0.17801344,0.10229059
-0.049212836,-0.08350448
-0.10763377,-0.301827
-0.2044973,-0.38512248
-0.24367028,-0.39828622
-0.15270664,-0.061370037
-0.02618754,0.0906154
-0.03400453,-0.19335124
-0.16926178,-0.13743989
-0.10876356,0.51377565
0.12544903,0.24165154
0.044959605,0.103914574
-0.048657566,0.26322988
0.012532547,0.115516506
0.05665511,0.34800816
0.18759325,-0.026238717
-0.031578504,-0.21512116
-0.11529751,-0.2757904
-6.753206e-05,0.17069082
0.12266585,0.34980696
0.17089859,0.5067395
0.25794455,0.57931054
0.25788748,0.22552107
0.1810697,0.11081458
0.05621484,-0.148783
-0.063395284,0.08249526
0.01952292,-0.16426675
0.011002511,-0.087032974
0.036384016,0.26841262
0.1842561,0.4497995
0.29920238,0.7345553
0.3409148,0.2819483
0.1450786,0.1445745
0.037334576,-0.06186802
0.019644901,-0.22239563
-0.06175901,-0.28893918
-0.08925993,-0.16742373
-0.0033577979,0.08918168
0.11816123,0.25596258
0.21359682,0.44259584
0.22673285,0.20487678
0.08998948,0.111098714
0.009952813,-0.16769035
-0.097049475,-0.318477
-0.13598493,-0.078838386
-0.059274137,-0.103269115
-0.010508791,-0.036336437
0.013251901,0.24097486
0.14986905,0.34760186
0.17146021,0.19687946
0.081209436,0.077838495
-0.029652268,-0.1713602
-0.12372432,0.024605244
-0.003457129,0.015559635
0.010910124,-0.16167058
-0.07605678,0.19662452
0.09180792,0.22672538
0.17140752,-0.030403972
0.020807877,-0.16818695
-0.09269573,0.22025743
0.027040705,0.0024406794
0.022081181,0.090219036
0.035435706,0.18843862
0.01800786,0.043502104
0.059895784,0.42652002
0.21201268,0.39910755
0.17121881,0.08755956
0.0040198863,-0.15005827
-0.012036294,0.039707754
0.0337815,0.008226573
0.056336194,-0.20558378
-0.021195054,0.30754033
0.08443901,0.48426646
0.2871858,0.59528506
0.34612197,0.15346259
0.06819153,0.4534337
0.15852085,0.14792284
0.10754451,0.32852352
0.18326202,0.33434913
0.14453495,-0.005915802
0.07551554,0.30359048
0.21421012,0.06481344
0.1632511,0.38527796
0.19671473,0.0584707
0.12865058,0.043774128
0.059169263,0.008108784
0.077770606,0.20832686
0.1669311,0.09980166
0.055876076,-0.13465711
0.0066183805,-0.03992455
-0.025682345,-0.21387511
0.0037430972,-0.08277805
-0.03650044,0.26520634
0.07712041,0.0015921295
-0.016125262,0.014813828
0.014572427,-0.008428367
-0.011201143,-0.15805794
-0.1036317,-0.1125849
-0.08802573,-0.03756965
-0.078788936,-0.08131005
-0.08933891,-0.119940266
-0.030659005,-0.119589336
-0.09426294,-0.19879222
-0.11969447,-0.3028724
-0.15217105,-0.014325541
-0.08962429,-0.13600689
-0.124905154,-0.23070844
-0.14427218,0.07180324
-0.04951127,-0.00072694966
-0.0624203,0.093637496
-0.03346158,-0.13374236
-0.13239582,-0.013418672
-0.10436731,-0.25593552
-0.116169274,-0.39330977
-0.17750952,-0.17502823
-0.15415522,-0.24969675
-0.10919954,-0.23379408
-0.13355693,-0.25910184
-0.13099466,-0.30634183
-0.19499576,-0.39594588
-0.20587726,-0.288913
-0.20447892,-0.43190956
-0.25712246,-0.50300354
-0.27175063,-0.240242
-0.20156504,0.056480326
-0.07698384,-0.1335657
-0.15256381,-0.32019854
-0.22259295,-0.35973477
-0.24426982,-0.45041797
-0.25771952,-0.36969113
-0.24556796,-0.4689894
-0.28476593,-0.48872408
-0.28092918,-0.28423476
-0.16541502,-0.21271278
-0.17685111,0.055535436
-0.09430794,-0.2257607
-0.19076622,0.21436404
-0.05356793,-0.04628371
-0.11625588,0.03238075
-0.09877329,0.5036974
0.08555603,0.09374892
-0.014153168,-0.14878272
-0.12609948,-0.32044873
-0.11585222,-0.16902438
-0.096305884,-0.15816046
-0.016829714,0.1299405
0.01758328,0.1310709
0.02394849,0.23962687
0.16934463,0.005747815
-0.0055021197,-0.09751769
-0.10429236,-0.254423
-0.15601781,-0.38559592
-0.16359758,-0.15480298
-0.11258303,-0.17661579
-0.06801507,0.049020335
0.006370485,-0.09879674
-0.03222982,0.26023865
0.039280385,-0.07731852
-0.0963062,0.24458787
0.009875372,0.011610723
-0.07444566,-0.1788407
-0.112166956,0.3270009
0.05358556,0.3010033
0.15988168,0.53684705
0.19947764,0.2517342
0.15595433,0.41992614
0.17563987,0.17116226
0.14250773,-0.024468904
0.023491412,-0.06381752
-0.043809153,-0.12868662
0.028381974,0.20966296
0.15438005,0.6184105
0.34539455,0.9676311
0.45702747,0.45768896
0.3217981,0.5416122
0.3087382,0.1806685
0.10625303,-0.061009035
0.0058113337,0.08504465
0.05745247,-0.12807027
0.04096362,-0.18546835
0.050429568,0.21913461
0.21326557,0.018584937
0.11612883,-0.025353622
0.07561493,0.15983
0.077658415,-0.0770469
-0.05335986,-0.2122272
-0.07534635,0.19604419
0.019792512,-0.117608316
-0.083817996,-0.24405092
-0.062379442,0.16449007
0.023998156,-0.13671318
-0.072702155,0.07276201
0.032554567,-0.027975066
-0.06092246,-0.21346492
-0.14727348,-0.2174505
-0.07304887,-0.130275
-0.09985895,-0.15517686
-0.143496,-0.1554036
-0.077529594,-0.14503512
-0.13596013,-0.20389354
-0.114080004,-0.3325558
-0.17074667,-0.23726852
-0.1818857,-0.35682532
-0.2146756,-0.4165378
-0.23011102,-0.23009634
-0.1828101,-0.38519788
-0.22195056,-0.40880537
-0.24223319,-0.46319208
-0.26424387,-0.44023567
-0.26960272,-0.4896095
-0.27982202,-0.46084362
-0.28333527,-0.2505455
-0.22648415,-0.426636
-0.2553781,0.08954291
-0.10469418,-0.25219685
-0.19993913,-0.36842355
-0.25404364,-0.37874672
-0.25975907,-0.42981413
-0.2646413,-0.3736203
-0.25841248,-0.41968563
-0.25552705,0.07974576
-0.10270058,-0.24858117
-0.13288094,0.39888987
0.03463818,-0.04291091
-0.112904005,-0.20211355
-0.18547118,0.07371893
-0.08451969,-0.10696785
-0.101601124,-0.095315225
-0.14077431,-0.2884298
-0.12164882,-0.002510513
-0.080922104,-0.16623363
-0.013626754,0.3279455
0.069542006,-0.010432368
-0.078228764,-0.042222384
-0.05078768,-0.035036348
-0.0758997,-0.053384114
-0.056126848,-0.13722992
-0.12663844,-0.28413036
-0.12930226,0.035662837
-0.058804087,0.024382792
0.061555356,-0.08795228
-0.076842695,-0.11772698
-0.122827,0.080315396
-0.015041739,0.10155741
0.017112821,0.11468077
-0.005464047,0.00426025
-0.07976601,0.14826575
0.04770145,0.29045576
0.13385782,0.33486512
0.12680951,-0.03910035
-0.057267345,-0.13992174
-0.044992067,0.124317445
0.08596885,0.44431567
0.22642437,0.59612334
0.26010704,0.31390163
0.17153123,0.1728941
0.1429742,-0.074639164
0.053749353,0.27782297
0.115252554,0.020943908
0.026504815,-0.1461692
-0.011983946,-0.15113722
0.018105611,-0.24567011
0.027451053,-0.031857923
0.04418367,0.064276434
0.04555857,-0.19344434
-0.13013168,-0.2962304
-0.091305725,0.31135955
0.0766003,0.15162286
0.026466653,-0.041054208
-0.0945157,-0.18015173
-0.15903108,-0.32017332
-0.13185987,-0.23941635
-0.07736138,0.30256456
0.04813707,-0.067696415
-0.10663034,0.28105873
0.116203874,-0.062228207
-0.011373907,-0.12617747
-0.09186494,-0.22656119
-0.14484745,-0.06409736
-0.08961772,-0.13128488
-0.12086377,-0.11258374
-0.022842556,0.16435093
0.008964002,0.08376764
0.07319656,-0.020431846
-0.06316176,-0.22016911
-0.156165,0.019995835
-0.06215004,-0.2165433
-0.100573696,-0.06859591
-0.09292659,-0.14990821
-0.1343998,-0.018378569
-0.0046340674,0.12353533
0.042915195,-0.03802396
-0.05675617,-0.03044679
-0.105370566,-0.094608165
-0.07415672,0.31126288
0.059975356,-0.07861781
-0.066427775,-0.18328613
-0.14002928,-0.2967205
-0.14697644,-0.3225768
-0.08298786,-0.34737924
-0.15524016,-0.19484569
-0.1355311,0.2414546
0.00948292,0.009403082
0.036713168,0.35666138
0.06826259,-0.055037778
-0.09979428,-0.18317112
-0.14928493,-0.27363226
-0.1717452,-0.33178544
-0.17178035,-0.36584967
-0.18670762,-0.15369579
-0.053211458,0.1225077
0.0049532205,0.055899076
0.061580226,0.29843673
0.051727057,0.17543009
0.00070369244,0.08479301
-0.035886683,0.1146687
-0.020537496,0.1473805
0.0113752335,0.3152065
0.10598317,0.3747934
0.20645913,0.38690314
0.19552025,0.27224162
0.19209483,0.44342834
0.24812964,0.17844172
0.123692125,0.05273626
0.07205148,0.14971778
0.11919591,-0.093380675
0.05564806,-0.051059302
0.0572024,0.36063015
0.2167444,0.35076597
0.22768867,0.24356799
0.19709665,-0.008851193
0.021858662,-0.16066036
-0.054457188,-0.22445145
-0.027227402,0.31758535
0.109338626,-0.025459588
-0.017884031,-0.1290967
-0.010671139,0.14753088
0.10185221,-0.080064066
0.031299353,-0.13972048
-0.09021554,-0.25050354
-0.1569711,-0.36727846
-0.18972081,-0.40000024
-0.100157775,0.01873086
-0.043950543,0.24412934
0.023138717,0.2872162
0.11309156,0.0031490577
-0.06011053,-0.13286825
-0.13578989,-0.12873107
-0.115554094,-0.08451943
-0.09615618,-0.3065854
-0.18286231,-0.40531647
-0.17574768,-0.15240258
-0.04537785,0.11867473
0.08175343,0.116052166
0.009254158,-0.053154547
-0.10757394,0.15396765
-0.02156911,-0.015613107
-0.04365688,0.022761025
-0.058611177,-0.2506103
-0.17274183,-0.35898325
-0.1732521,-0.1683758
-0.05848577,0.4021912
0.15788719,0.27940103
0.08243863,0.16927059
0.06882554,-0.025377378
-0.0577451,-0.22786611
-0.08656718,-0.19106881
-0.110788964,-0.35005647
-0.1743226,-0.25951934
-0.15555784,-0.36979097
-0.0813934,0.20933078
0.08946669,-0.106586255
-0.045398794,-0.005026099
-0.07980279,-0.089911535
-0.13110179,-0.2928828
-0.16503584,-0.2855599
-0.1972871,-0.3956756
-0.22193769,-0.06791106
-0.13688876,-0.30893174
-0.10813637,-0.096585155
-0.12598512,-0.303199
-0.1728169,-0.020476324
-0.09424476,0.2597914
0.009308934,-0.08076664
-0.12080103,-0.28039613
-0.20817804,-0.17103404
-0.13219756,0.25138572
0.027489215,-0.05627155
-0.061213784,0.019006358
-0.09615841,-0.22577195
-0.13559473,-0.104930446
-0.0026744902,-0.09815012
-0.084442616,-0.15958935
-0.1458236,-0.28979653
-0.1852831,-0.24497844
-0.07715853,-0.22021946
-0.13662967,-0.3421524
-0.17112589,-0.28431296
-0.20022124,-0.37200695
-0.21544196,-0.10529512
-0.12934363,-0.31431666
-0.19489583,-0.19473752
-0.18372825,0.25771463
-0.012243494,0.049170386
-0.05353675,-0.026051149
-0.119173005,-0.25723553
-0.1861237,-0.27198857
-0.18493165,-0.011554578
-0.054457515,0.10554296
-0.022753522,-0.11085372
-0.12915418,-0.18025777
-0.06523975,-0.17162243
-0.0927935,-0.31522337
-0.14617106,-0.14328192
-0.1459238,0.10597536
-0.049082376,-0.1552377
-0.10326088,0.060203668
-0.0024122,-0.05736445
-0.08879722,0.48923212
0.10909706,0.22030336
0.04136987,0.025053354
-0.06641126,-0.2181551
-0.1469914,-0.14376166
-0.020301998,-0.28740755
-0.11430417,-0.29618788
-0.10382761,0.36860663
0.07238594,0.11125908
0.13153127,0.31062418
0.14406392,0.4714489
0.16241822,0.18313883
0.04002428,0.13012706
0.020237058,0.38960785
0.1288105,-0.008619309
-0.019721076,0.25279522
0.17389873,0.6157605
0.29702973,0.23763415
0.19090375,0.37722495
0.26906055,0.63834494
0.3196308,0.23378718
0.16783437,0.25257635
0.21321538,0.54006267
0.25067812,0.24417798
0.19182903,0.46125907
0.32424918,0.3343364
0.22912136,0.17234394
0.1736078,0.1881953
0.20886287,0.22770894
0.17414269,0.07907057
0.11305076,-0.007984094
0.104101926,0.19307095
0.14056963,-0.04901086
0.0848148,-0.1176716
0.022071674,-0.039954316
0.005082339,0.50239164
0.22887391,0.19420372
0.14673755,-0.077410966
-0.03872834,0.06527511
-0.018079191,0.08078154
0.105276465,0.2741815
0.11993477,-0.016613163
-0.03790272,-0.10326279
-0.079763636,0.13357583
0.14055488,-0.15909566
0.0036113411,0.09360691
-0.0072965473,-0.16753455
-0.073698476,-0.32676557
-0.10312365,-0.050576553
0.004579991,0.4380597
0.1432915,0.18654364
0.03365107,0.12010994
0.04347408,-0.013690419
-0.07078681,-0.25214496
-0.066125266,0.24909016
0.0553959,0.0015788737
-0.039446346,-0.24367537
-0.12281179,-0.2404702
-0.032753557,0.019316645
0.04441853,-0.008352243
0.0092861205,0.0088641085
-0.046640903,-0.07400758
-0.121007435,-0.1502832
-0.04429976,0.33937466
0.10184327,0.008378814
-0.05260337,-0.081844576
-0.12305024,-0.1812985
-0.10286291,0.079516664
0.02790308,-0.096607916
-0.043730646,0.020395061
-0.047941484,-0.2070326
-0.14915797,-0.062462367
0.011160463,-0.17124026
-0.090117104,-0.2571083
-0.14782679,-0.21542256
-0.16698658,-0.04676217
-0.043684267,0.2871395
0.050943926,-0.051500477
-0.057727844,-0.28167546
-0.18809806,-0.40037638
-0.20421569,0.059290722
-0.035468012,-0.19057395
-0.12575042,0.03022576
-0.08833852,-0.12817435
-0.1159333,-0.29365575
-0.06843671,-0.39339334
-0.19545692,-0.3493007
-0.21851048,-0.43761006
-0.2547247,-0.47940597
-0.2104569,-0.24204831
-0.19023535,-0.1020197
-0.10453642,-0.06786678
-0.124094255,-0.27211538
-0.19920981,-0.41021383
-0.25674832,-0.47426885
-0.2773127,-0.2759969
-0.22080961,0.047815517
-0.1013113,-0.152167
-0.15834612,-0.033837464
-0.11018937,0.13021764
-0.015420146,-0.103686675
-0.12551853,-0.30862603
-0.20907272,-0.16975994
-0.17943054,-0.13847475
-0.13681442,0.08426222
0.02154839,0.2960003
0.05265653,-0.05231635
-0.07781537,-0.108673066
-0.06140899,-0.24146144
-0.13219249,-0.3211679
-0.1699928,-0.21338369
-0.1390889,0.014189798
-0.060668834,-0.12662138
-0.073396675,0.05964527
0.038910434,-0.11610575
-0.10896712,-0.27305883
-0.1696553,-0.23002486
-0.17127563,-0.35028574
-0.20798534,-0.38569468
-0.21987578,-0.1700761
-0.117864646,-0.114400655
-0.12827004,-0.29206493
-0.14949878,-0.054295443
-0.118148424,-0.13664249
-0.15182325,0.02738641
-0.089859426,0.22314468
-0.0041939616,-0.050242785
-0.11648612,0.0074411677
-0.087042,-0.009794377
-0.05495113,-0.06547538
-0.090986654,-0.24507183
-0.122048095,-0.17735258
-0.13073674,0.069336176
0.0033051968,0.31952882
0.16493255,0.5384209
0.18433917,0.31384578
0.11132856,0.7460026
0.28439543,0.8542675
0.3851438,0.72224027
0.35148084,0.23165825
0.13160357,0.20454703
0.1530506,0.21023536
0.18904948,0.03602031
0.1520271,0.43912327
0.25572723,0.49351007
0.35592815,0.7006146
0.448895,0.6812523
0.4512625,0.7819119
0.4337274,0.32673606
0.24878961,0.19472115
0.17271277,0.33637866
0.19128993,0.037094723
0.13696992,0.15538234
0.18488023,0.2794208
0.2540899,0.45641136
0.33137104,0.12012644
0.19516838,0.08436428
0.11306125,-0.09676341
0.020370945,0.011715566
0.084450126,0.27733546
0.13591936,-0.033372205
0.03502667,0.21211524
0.12943363,0.5062618
0.29678586,0.61435544
0.30585477,0.14674333
0.08784714,0.016449563
-0.013141125,-0.20316508
